rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
70,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Single-Cell Mapping of Human Brain Cancer Reveals Tumor-Specific Instruction of Tissue-Invading Leukocytes.,"Ekaterina Friebel, Konstantina Kapolou, S. Unger, N. Núñez, Sebastian G. Utz, E. Rushing, et al.",Cell,548,161.75,Brain malignancies can either originate from within the CNS (gliomas) or invade from other locations in the body (metastases).,high citation signal (548); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.cell.2020.04.055,10.1016/j.cell.2020.04.055,eeb398c231631415876a04663c628b5c993e2070
71,2020,Structural Neuroimaging and AI,brain-structure;connectome;neuroimaging,Rumination and the default mode network: Meta-analysis of brain imaging studies and implications for depression,"Hui Zhou, Xiao Chen, Yang-Qian Shen, Le Li, Ning-Xuan Chen, Zhi-Chen Zhu, et al.",NeuroImage,542,155.95,Rumination is strongly and consistently correlated with depression.,high citation signal (542); recognized venue; open-access PDF metadata; brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.neuroimage.2019.116287,10.1016/j.neuroimage.2019.116287,ae5548b37246ce7593a5b0f8c69b1646592ac5ed
72,2020,Computational Neuroscience and Brain-Inspired AI,brain-structure;machine-learning,Social determinants of health and survival in humans and other animals,"N. Snyder-Mackler, J. R. Burger, Lauren Gaydosh, Daniel W Belsky, Grace A. Noppert, Fernando A. Campos, et al.",Science,539,170.65,"Social animals need connection Much research over the past decade or so has revealed that health and lifespan in humans, highly social animals, are reduced with social adversity.",high citation signal (539); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1126/science.aax9553,10.1126/science.aax9553,129d158c3bdbbfbf1fc14c280aa91742aa26b464
73,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neuroimaging;clinical-neuroai,Propionic Acid Shapes the Multiple Sclerosis Disease Course by an Immunomodulatory Mechanism.,"Alexander Duscha, B. Gisevius, Sarah Hirschberg, N. Yissachar, G. Stangl, Eva Eilers, et al.",Cell,538,157.81,Short-chain fatty acids are processed from indigestible dietary fibers by gut bacteria and have immunomodulatory properties.,high citation signal (538); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.cell.2020.02.035,10.1016/j.cell.2020.02.035,58df0915c4188080df1719696d409e1936273436
74,2020,Computational Neuroscience and Brain-Inspired AI,brain-structure;clinical-neuroai,Pathogenesis of SARS-CoV-2 in Transgenic Mice Expressing Human Angiotensin-Converting Enzyme 2,"Ren-di Jiang, Meiqin Liu, Ying Chen, Chao Shan, Yiwu Zhou, Xurui Shen, et al.",Cell,532,164.41,COVID-19 has spread worldwide since 2019 and is now a severe threat to public health.,high citation signal (532); recognized venue; open-access PDF metadata; brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.cell.2020.05.027,10.1016/j.cell.2020.05.027,f4816fdb737ee0bb7e970dcf1b04736e29d0ecfd
75,2020,Clinical NeuroAI and Brain Disorders,brain-structure;connectome;machine-learning;neuroimaging;clinical-neuroai,Prospective longitudinal atrophy in Alzheimer's disease correlates with the intensity and topography of baseline tau-PET,"R. La Joie, Adrienne V Visani, S. Baker, Jesse A. Brown, Viktoriya Bourakova, J. Cha, et al.",Science Translational Medicine,532,164.01,Tau imaging with [18F]flortaucipir predicts the severity and topography of subsequent MRI cortical atrophy in patients with Alzheimer's disease.,high citation signal (532); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1126/scitranslmed.aau5732,10.1126/scitranslmed.aau5732,d2bec68ad26e56513bcea9df9022eaf8aec5b438
76,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Cell Stress in Cortical Organoids Impairs Molecular Subtype Specification,"A. Bhaduri, Madeline G. Andrews, Walter Mancia, Diane Jung, David Shin, Denise E. Allen, et al.",Nature,517,162.7,"Cortical organoids are self-organizing three-dimensional cultures that model features of the developing human cerebral cortex1,2.",high citation signal (517); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/s41586-020-1962-0,10.1038/s41586-020-1962-0,bcb0bfb5312802f7ab514380e87bd32f3418f9d4
77,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,The Spatial and Cell-Type Distribution of SARS-CoV-2 Receptor ACE2 in the Human and Mouse Brains,"Rongrong Chen, Keer Wang, Jie Yu, Derek Howard, Leon French, Zhong Chen, et al.",bioRxiv,504,153.44,"By engaging angiotensin-converting enzyme 2 (ACE2 or Ace2), the novel pathogenic SARS-coronavirus 2 (SARS-CoV-2) may invade host cells in many organs, including the brain.",high citation signal (504); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.3389/fneur.2020.573095,10.3389/fneur.2020.573095,0a16c2e769494ab845464ec6497c82f6965c587b
78,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;connectome;clinical-neuroai,Interaction of Microglia and Astrocytes in the Neurovascular Unit,"Lirong Liu, Jia-chen Liu, Jin-shuang Bao, Qinqin Bai, Gai-qing Wang",Frontiers in Immunology,503,146.61,The interaction between microglia and astrocytes significantly influences neuroinflammation.,high citation signal (503); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.3389/fimmu.2020.01024,10.3389/fimmu.2020.01024,beb7fb66d7e3050f13c06b0943d234a922bc4d30
79,2020,Computational Neuroscience and Brain-Inspired AI,brain-structure;connectome;deep-learning;clinical-neuroai,Dendritic action potentials and computation in human layer 2/3 cortical neurons,"A. Gidon, T. Zolnik, Pawel Fidzinski, Felix Bolduan, Athanasia Papoutsi, Panayiota Poirazi, et al.",Science,501,171.73,Human dendrites are special A special developmental program in the human brain drives the disproportionate thickening of cortical layer 2/3.,high citation signal (501); recognized venue; open-access PDF metadata; explicit AI/modeling signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1126/science.aax6239,10.1126/science.aax6239,de8cee69a45fca54b5efcecdab91c883c632a82e
80,2020,Clinical NeuroAI and Brain Disorders,brain-structure;machine-learning;neuroimaging;clinical-neuroai,Association of Maximal Extent of Resection of Contrast-Enhanced and Non-Contrast-Enhanced Tumor With Survival Within Molecular Subgroups of Patients With Newly Diagnosed Glioblastoma.,"A. Molinaro, S. Hervey-Jumper, R. Morshed, Jacob S. Young, S. Han, P. Chunduru, et al.",JAMA Oncology,498,145.63,"Importance Per the World Health Organization 2016 integrative classification, newly diagnosed glioblastomas are separated into isocitrate dehydrogenase gene 1 or 2 (IDH)-wild-type and IDH-mutant subtypes, with median patient survival of 1.2 and 3.6 years, respectively.",high citation signal (498); open-access PDF metadata; explicit AI/modeling signal; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1001/jamaoncol.2019.6143,10.1001/jamaoncol.2019.6143,0d3f7bdb4d7b20f72290003e3123d2fc36f27e8d
81,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Microglia mediate forgetting via complement-dependent synaptic elimination,"Chao Wang, Huimin Yue, Zhechun Hu, Yuwen Shen, Jiao Ma, Jie Li, et al.",Science,496,156.95,Microglia modulate memories Synaptic reorganization and circuit rewiring leads to loss or weakening of connections between neurons and may result in the erasure of previously formed memories.,high citation signal (496); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1126/science.aaz2288,10.1126/science.aaz2288,6707ed24d5e01cc67d4044bcc59d3121d5b60cc7
82,2020,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The COVID-19 pandemic and physical activity,"Jeffrey A. Woods, Noah T. Hutchinson, Scott K. Powers, William O. Roberts, Gomez-Cabrera, Mc, et al.",Sports Medicine and Health Science,496,153.95,"The SARS-CoV-2-caused COVID-19 pandemic has resulted in a devastating threat to human society in terms of health, economy, and lifestyle.",high citation signal (496); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/j.smhs.2020.05.006,10.1016/j.smhs.2020.05.006,6e94476a187fd78740541301b3a719a3ce3ab2d1
