rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
65,1995,Computational Neuroscience and Brain-Inspired AI,brain-structure,An active contour model for mapping the cortex,"C. Davatzikos, Jerry L Prince",IEEE Trans. Medical Imaging,282,120.82,"Positions An active contour model for mapping the cortex within Brain Development, Plasticity, and Connectomics.",high citation signal (282); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1109/42.370403,10.1109/42.370403,67a59dc280877603c771103fdee46b4913177b42
66,1995,Computational Neuroscience and Brain-Inspired AI,brain-structure;brain-inspired-ai,Models of Orientation and Ocular Dominance Columns in the Visual Cortex: A Critical Comparison,"Ed Erwin, K. Obermayer, K. Schulten",Neural Computation,282,120.02,Positions Models of Orientation and Ocular Dominance Columns in the Visual Cortex: A Critical Comparison within Cognitive and Systems Neuroscience.,high citation signal (282); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1162/neco.1995.7.3.425,10.1162/neco.1995.7.3.425,532cdffb7de23f3e76f6aaeb813461995063a4c0
67,1995,General Brain-AI Structure Reviews and Methods,brain-structure,In vivo actions of insulin-like growth factor-I (IGF-I) on brain myelination: studies of IGF-I and IGF binding protein-1 (IGFBP-1) transgenic mice,"P. Ye, J. Carson, AJ D'Ercole",Journal of Neuroscience,280,131.69,"To study the effects and mechanisms of insulin-like growth factor I (IGF-I) on brain myelination in vivo, the morphology of myelinated axons and the expression of myelin specific protein genes have been examined in transgenic (Tg) mice that overexpress IGF-I and that those ectopically express IGF binding protein-1 (IGFBP-1), a protein that inhibits IGF-I actions when present in molar excess.",high citation signal (280); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-11-07344.1995,10.1523/JNEUROSCI.15-11-07344.1995,39757e9f995a84c410b36bec8f4ae38933d75fb1
68,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,GABA neurotransmission in the hypothalamus: developmental reversal from Ca2+ elevating to depressing,"K. Obrietan, A. N. V. D. Poised",Journal of Neuroscience,271,129.1,"GABA is the primary inhibitory transmitter of the adult hypothalamus, synthesized by many neurons and found in 50% of the presynaptic boutons.",high citation signal (271); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-07-05065.1995,10.1523/JNEUROSCI.15-07-05065.1995,8138f0f9d8fc47ae5f01d09ffe8dbac8ede4f20f
69,1995,"Brain Decoding, Representation Learning, and BCI",brain-structure;clinical-neuroai,Levels and Alternative Splicing of Amyloid β Protein Precursor (APP) Transcripts in Brains of APP Transgenic Mice and Humans with Alzheimer's Disease (*),"E. Rockenstein, L. McConlogue, H. Tan, M. Power, E. Masliah, L. Mucke",Journal of Biological Chemistry,269,126.17,Abnormal expression of human amyloid precursor protein (hAPP) gene products may play a critical role in Alzheimer's disease (AD).,high citation signal (269); open-access PDF metadata; brain-structure signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1074/JBC.270.47.28257,10.1074/JBC.270.47.28257,0846178bf2195640177f2df85e1f1555de8498a5
70,1995,Computational Neuroscience and Brain-Inspired AI,brain-structure;clinical-neuroai,Carbon dioxide protects the perinatal brain from hypoxic-ischemic damage: an experimental study in the immature rat.,"R. Vannucci, J. Towfighi, D. Heitjan, R. Brucklacher",Pediatrics,269,121.17,BACKGROUND AND OBJECTIVE Clinical investigations suggest that premature infants who require mechanical ventilation from respiratory distress syndrome are at increased risk for periventricular leukomalacia if hypocapnia occurs during respiratory management.,high citation signal (269); brain-structure signal,"Model fit does not by itself prove biological mechanism.; Brain-inspired analogies can become too loose unless tied to measurable neural evidence.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1542/peds.95.6.868,10.1542/peds.95.6.868,d6b2cde32ab265c5378d71bb43a6a5712a9359d9
71,1995,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,Nerve growth factor in Alzheimer's disease: increased levels throughout the brain coupled with declines in nucleus basalis,"S. Scott, E. Mufson, Janaína Weingartner, K. Skau, K. Crutcher",Journal of Neuroscience,269,136.17,The current study analyzed NGF protein levels in the brains of patients with Alzheimer's disease (AD) as compared with aged neurologically normal individuals.,high citation signal (269); recognized venue; open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-09-06213.1995,10.1523/JNEUROSCI.15-09-06213.1995,af6a1180ea7597567d63dd70538ce01ea8bc60e8
72,1995,Structural Neuroimaging and AI,brain-structure;neuroimaging,Model-based 3-D segmentation of multiple sclerosis lesions in magnetic resonance brain images,"M. Kamber, R. Shinghal, D. Collins, G. Francis, Alan C. Evans",IEEE Trans. Medical Imaging,267,119.04,Positions Model-based 3-D segmentation of multiple sclerosis lesions in magnetic resonance brain images within Neuroimaging and Brain Mapping.,high citation signal (267); brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1109/42.414608,10.1109/42.414608,2f2fd876259024cd350ec95a97ef0177defe7eff
73,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Properties and mechanisms of long-term synaptic plasticity in the mammalian brain: relationships to learning and memory.,"Stephen Maren, M. Baudry",Neurobiology of Learning and Memory,266,124.77,Long-term potentiation (LTP) in the hippocampus and long-term depression (LTD) in the cerebellum are two forms of long-lasting synaptic plasticity that currently serve as our primary experimental models of learning and memory formation in mammals.,high citation signal (266); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1006/NLME.1995.1001,10.1006/NLME.1995.1001,61a64932face0748437beaf3ff32e751b30a2205
74,1995,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,"Reorganization of ascending 5-HT axon projections in animals previously exposed to the recreational drug (+/-)3,4-methylenedioxymethamphetamine (MDMA, ""ecstasy"")","C. Fischer, G. Hatzidimitriou, J. Wlos, J. L. Katz, G. Ricaurte",Journal of Neuroscience,265,129.9,"The recreational drug (+/)3,4-methylenedioxymethamphetamine (MDMA, ""ecstasy"") is a methamphetamine derivative that selectively destroys central 5-HT axons and axon terminals in animals and, possibly, humans.",high citation signal (265); recognized venue; open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-08-05476.1995,10.1523/JNEUROSCI.15-08-05476.1995,353f209d1b9b696d69bd69dbc4b51305ffa81ba3
75,1995,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding;neuromorphic-bci,"Corticospinal control during reach, grasp, and precision lift in man","R. Lemon, RS Johansson, G. Westling",Journal of Neuroscience,260,148.76,"Transcranial magnetic brain stimulation (TMS) was used to assess the influence of the corticospinal system on motor output in seven human subjects during a task in which they had to reach out, grasp, and lift an object.",high citation signal (260); recognized venue; open-access PDF metadata; brain-structure signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.15-09-06145.1995,10.1523/JNEUROSCI.15-09-06145.1995,bee80fad0b4c6f2fce55951330b9dc9b86e70ea4
76,1995,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Systemic nitroglycerin induces Fos immunoreactivity in brainstem and forebrain structures of the rat.,"C. Tassorelli, S. Joseph",Brain Research,259,134.29,Nitroglycerin is a vasodilator which induces vascular relaxation by releasing nitric oxide in the wall of blood vessels.,high citation signal (259); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0006-8993(95)00348-T,10.1016/0006-8993(95)00348-T,2bc14e2c0a8c37049bbc767226bb28463f2e59f5
77,1995,General Brain-AI Structure Reviews and Methods,brain-structure,Effect of diet on the fatty acid composition of the major phospholipids of infant cerebral cortex.,"J. Farquharson, Cherry Jamieson, W. J. Kurshid A Abbasi, A. Patrick, R. W. Logan, Forrester Cockbum, et al.",Archives of Disease in Childhood,258,116.22,"Positions Effect of diet on the fatty acid composition of the major phospholipids of infant cerebral cortex. within Brain Development, Plasticity, and Connectomics.",high citation signal (258); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/adc.72.3.198,10.1136/adc.72.3.198,2409a64bfee9b3fdb0e3973775696a8f156b42bd
